n,p,k, Householder time, QL time, Total time
2304, 18, 0, 2.438431, 21.202707, 23.641139
2304, 18, 1, 2.354746, 21.996618, 24.351365
2304, 18, 2, 2.355798, 20.639498, 22.995297
2304, 18, 3, 2.352864, 21.945834, 24.298700
2304, 18, 4, 2.351873, 21.021145, 23.373020
2304, 18, 5, 2.350701, 21.008428, 23.359130
2304, 18, 6, 2.342948, 21.662556, 24.005506
2304, 18, 7, 2.348224, 20.515522, 22.863747
2304, 18, 8, 2.350010, 22.609377, 24.959388
2304, 18, 9, 2.342196, 21.803321, 24.145518
