n,p,k, Householder time, QL time, Total time
144, 2, 0, 0.005513, 0.011294, 0.016808
144, 2, 1, 0.005042, 0.011679, 0.016722
144, 2, 2, 0.005020, 0.011109, 0.016130
144, 2, 3, 0.005281, 0.012374, 0.017656
144, 2, 4, 0.004985, 0.010843, 0.015829
144, 2, 5, 0.005287, 0.011604, 0.016892
144, 2, 6, 0.005527, 0.011444, 0.016972
144, 2, 7, 0.004989, 0.010223, 0.015213
144, 2, 8, 0.005003, 0.011596, 0.016600
144, 2, 9, 0.005014, 0.010676, 0.015691
