n,p,k, Householder time, QL time, Total time
288, 4, 0, 0.050362, 0.055711, 0.106074
288, 4, 1, 0.020264, 0.048666, 0.068931
288, 4, 2, 0.020353, 0.047222, 0.067576
288, 4, 3, 0.020191, 0.054458, 0.074650
288, 4, 4, 0.020731, 0.051926, 0.072658
288, 4, 5, 0.020450, 0.054306, 0.074757
288, 4, 6, 0.020274, 0.046207, 0.066482
288, 4, 7, 0.020315, 0.045496, 0.065812
288, 4, 8, 0.020690, 0.054837, 0.075528
288, 4, 9, 0.020665, 0.054833, 0.075499
