n,p,k, Householder time, QL time, Total time
1944, 24, 0, 1.651317, 5.342553, 6.993872
1944, 24, 1, 1.097618, 5.472115, 6.569735
1944, 24, 2, 1.110401, 4.915599, 6.026001
1944, 24, 3, 1.096960, 5.200345, 6.297306
1944, 24, 4, 1.096361, 5.781871, 6.878234
1944, 24, 5, 1.090739, 5.471252, 6.561993
1944, 24, 6, 1.092240, 5.740291, 6.832533
1944, 24, 7, 1.097042, 5.620973, 6.718016
1944, 24, 8, 1.084769, 5.759973, 6.844743
1944, 24, 9, 1.084375, 5.414043, 6.498419
