n,p,k, Householder time, QL time, Total time
144, 8, 0, 0.089157, 0.004700, 0.093859
144, 8, 1, 0.003173, 0.005040, 0.008214
144, 8, 2, 0.002867, 0.004818, 0.007686
144, 8, 3, 0.002853, 0.005416, 0.008270
144, 8, 4, 0.002840, 0.004444, 0.007285
144, 8, 5, 0.002849, 0.005006, 0.007856
144, 8, 6, 0.002840, 0.004984, 0.007825
144, 8, 7, 0.002795, 0.004329, 0.007125
144, 8, 8, 0.002811, 0.005070, 0.007882
144, 8, 9, 0.002825, 0.004409, 0.007235
