n,p,k, Householder time, QL time, Total time
576, 8, 0, 0.172860, 0.305065, 0.477926
576, 8, 1, 0.082869, 0.315865, 0.398735
576, 8, 2, 0.083148, 0.312866, 0.396015
576, 8, 3, 0.083220, 0.314099, 0.397320
576, 8, 4, 0.085375, 0.333826, 0.419202
576, 8, 5, 0.083155, 0.341149, 0.424305
576, 8, 6, 0.085731, 0.332106, 0.417838
576, 8, 7, 0.083367, 0.308874, 0.392242
576, 8, 8, 0.082696, 0.333608, 0.416305
576, 8, 9, 0.083497, 0.308943, 0.392442
