n,p,k, Householder time, QL time, Total time
648, 36, 0, 0.093737, 0.176799, 0.270537
648, 36, 1, 0.050457, 0.191810, 0.242268
648, 36, 2, 0.045031, 0.195502, 0.240534
648, 36, 3, 0.044718, 0.192942, 0.237661
648, 36, 4, 0.067935, 0.208805, 0.276742
648, 36, 5, 0.050795, 0.179289, 0.230085
648, 36, 6, 0.046260, 0.192073, 0.238334
648, 36, 7, 0.045112, 0.186918, 0.232032
648, 36, 8, 0.045231, 0.190551, 0.235784
648, 36, 9, 0.044407, 0.196822, 0.241230
