n,p,k, Householder time, QL time, Total time
1152, 12, 0, 0.601382, 2.387227, 2.988610
1152, 12, 1, 0.438952, 2.290682, 2.729635
1152, 12, 2, 0.435129, 2.228662, 2.663793
1152, 12, 3, 0.436017, 2.279716, 2.715735
1152, 12, 4, 0.430387, 2.313142, 2.743531
1152, 12, 5, 0.429219, 2.461701, 2.890921
1152, 12, 6, 0.434143, 2.467215, 2.901359
1152, 12, 7, 0.430526, 2.473225, 2.903752
1152, 12, 8, 0.429423, 2.468127, 2.897551
1152, 12, 9, 0.429748, 2.249183, 2.678932
