n,p,k, Householder time, QL time, Total time
144, 1, 0, 0.008439, 0.020692, 0.029132
144, 1, 1, 0.008333, 0.022044, 0.030378
144, 1, 2, 0.008522, 0.021050, 0.029572
144, 1, 3, 0.008186, 0.023196, 0.031383
144, 1, 4, 0.008310, 0.020368, 0.028679
144, 1, 5, 0.008236, 0.021570, 0.029807
144, 1, 6, 0.008209, 0.021616, 0.029825
144, 1, 7, 0.008475, 0.019790, 0.028266
144, 1, 8, 0.008433, 0.021796, 0.030230
144, 1, 9, 0.008257, 0.019700, 0.027957
