n,p,k, Householder time, QL time, Total time
144, 4, 0, 0.032099, 0.006919, 0.039019
144, 4, 1, 0.003943, 0.007323, 0.011267
144, 4, 2, 0.004105, 0.007045, 0.011151
144, 4, 3, 0.003548, 0.007773, 0.011322
144, 4, 4, 0.003619, 0.006978, 0.010598
144, 4, 5, 0.003547, 0.007449, 0.010997
144, 4, 6, 0.003598, 0.007365, 0.010964
144, 4, 7, 0.003555, 0.006547, 0.010103
144, 4, 8, 0.003524, 0.007438, 0.010963
144, 4, 9, 0.003516, 0.006560, 0.010078
