n,p,k, Householder time, QL time, Total time
288, 1, 0, 0.068175, 0.254944, 0.323120
288, 1, 1, 0.068652, 0.229019, 0.297672
288, 1, 2, 0.067841, 0.222133, 0.289975
288, 1, 3, 0.068682, 0.248096, 0.316780
288, 1, 4, 0.068709, 0.240907, 0.309618
288, 1, 5, 0.068121, 0.246470, 0.314592
288, 1, 6, 0.068210, 0.218292, 0.286502
288, 1, 7, 0.067832, 0.218680, 0.286513
288, 1, 8, 0.068513, 0.251335, 0.319850
288, 1, 9, 0.068233, 0.247469, 0.315703
