n,p,k, Householder time, QL time, Total time
216, 1, 0, 0.028897, 0.072113, 0.101011
216, 1, 1, 0.029329, 0.072641, 0.101971
216, 1, 2, 0.028499, 0.075614, 0.104114
216, 1, 3, 0.028669, 0.078017, 0.106687
216, 1, 4, 0.028463, 0.094427, 0.122891
216, 1, 5, 0.028665, 0.097351, 0.126017
216, 1, 6, 0.029969, 0.074259, 0.104229
216, 1, 7, 0.028730, 0.076228, 0.104959
216, 1, 8, 0.028428, 0.074623, 0.103052
216, 1, 9, 0.028847, 0.082499, 0.111347
