n,p,k, Householder time, QL time, Total time
648, 4, 0, 0.242950, 0.612430, 0.855381
648, 4, 1, 0.210455, 0.630795, 0.841251
648, 4, 2, 0.209841, 0.642659, 0.852501
648, 4, 3, 0.209826, 0.639087, 0.848914
648, 4, 4, 0.210114, 0.667009, 0.877124
648, 4, 5, 0.209960, 0.631576, 0.841537
648, 4, 6, 0.209960, 0.691531, 0.901492
648, 4, 7, 0.209700, 0.620345, 0.830046
648, 4, 8, 0.209678, 0.635783, 0.845462
648, 4, 9, 0.209751, 0.647991, 0.857743
