n,p,k, Householder time, QL time, Total time
1944, 72, 0, 0.580525, 3.836274, 4.416801
1944, 72, 1, 0.523090, 3.956052, 4.479144
1944, 72, 2, 0.576522, 3.434771, 4.011294
1944, 72, 3, 0.519666, 3.685626, 4.205294
1944, 72, 4, 0.520836, 4.272952, 4.793790
1944, 72, 5, 0.520052, 3.976020, 4.496074
1944, 72, 6, 0.519786, 4.249664, 4.769452
1944, 72, 7, 0.519622, 4.150277, 4.669901
1944, 72, 8, 0.517729, 4.251618, 4.769348
1944, 72, 9, 0.518546, 3.956945, 4.475493
