n,p,k, Householder time, QL time, Total time
144, 24, 0, 0.451717, 0.003304, 0.455022
144, 24, 1, 0.004204, 0.003631, 0.007836
144, 24, 2, 0.003718, 0.003469, 0.007188
144, 24, 3, 0.003592, 0.003900, 0.007493
144, 24, 4, 0.003558, 0.003232, 0.006791
144, 24, 5, 0.003507, 0.003624, 0.007132
144, 24, 6, 0.008028, 0.003537, 0.011566
144, 24, 7, 0.003554, 0.003098, 0.006653
144, 24, 8, 0.003434, 0.003704, 0.007139
144, 24, 9, 0.003369, 0.003165, 0.006535
