n,p,k, Householder time, QL time, Total time
144, 18, 0, 0.037331, 0.003618, 0.040950
144, 18, 1, 0.003022, 0.004014, 0.007037
144, 18, 2, 0.002617, 0.003718, 0.006336
144, 18, 3, 0.002573, 0.004195, 0.006769
144, 18, 4, 0.002510, 0.003457, 0.005967
144, 18, 5, 0.002511, 0.003856, 0.006368
144, 18, 6, 0.002492, 0.003840, 0.006333
144, 18, 7, 0.002480, 0.003301, 0.005782
144, 18, 8, 0.002823, 0.003921, 0.006745
144, 18, 9, 0.002790, 0.003361, 0.006152
