n,p,k, Householder time, QL time, Total time
216, 2, 0, 0.015993, 0.035366, 0.051360
216, 2, 1, 0.015591, 0.036155, 0.051747
216, 2, 2, 0.016176, 0.037970, 0.054146
216, 2, 3, 0.015526, 0.039125, 0.054652
216, 2, 4, 0.015587, 0.049084, 0.064672
216, 2, 5, 0.015801, 0.049806, 0.065608
216, 2, 6, 0.015566, 0.037059, 0.052626
216, 2, 7, 0.016419, 0.037854, 0.054274
216, 2, 8, 0.015529, 0.038307, 0.053837
216, 2, 9, 0.018432, 0.044021, 0.062454
