n,p,k, Householder time, QL time, Total time
288, 72, 0, 0.067411, 0.023487, 0.090900
288, 72, 1, 0.015767, 0.018656, 0.034425
288, 72, 2, 0.010418, 0.018070, 0.028489
288, 72, 3, 0.011081, 0.023059, 0.034141
288, 72, 4, 0.010330, 0.020670, 0.031001
288, 72, 5, 0.010333, 0.022622, 0.032956
288, 72, 6, 0.010268, 0.017292, 0.027562
288, 72, 7, 0.010426, 0.016296, 0.026723
288, 72, 8, 0.010405, 0.022527, 0.032933
288, 72, 9, 0.011650, 0.023646, 0.035298
