n,p,k, Householder time, QL time, Total time
4608, 72, 0, 9.807904, 82.211601, 92.019507
4608, 72, 1, 9.649532, 86.767321, 96.416855
4608, 72, 2, 10.013512, 85.793759, 95.807274
4608, 72, 3, 9.623414, 86.316735, 95.940152
4608, 72, 4, 9.661027, 83.578946, 93.239975
4608, 72, 5, 9.686727, 85.911606, 95.598336
4608, 72, 6, 9.619667, 89.225967, 98.845638
4608, 72, 7, 9.703363, 87.645817, 97.349185
4608, 72, 8, 9.623776, 85.969606, 95.593385
4608, 72, 9, 10.099849, 83.715511, 93.815363
