n,p,k, Householder time, QL time, Total time
1152, 24, 0, 0.761470, 1.515064, 2.276536
1152, 24, 1, 0.266150, 1.537691, 1.803842
1152, 24, 2, 0.261855, 1.493566, 1.755423
1152, 24, 3, 0.245738, 1.529698, 1.775437
1152, 24, 4, 0.244079, 1.556924, 1.801005
1152, 24, 5, 0.244940, 1.671771, 1.916712
1152, 24, 6, 0.243784, 1.692550, 1.936335
1152, 24, 7, 0.245543, 1.675138, 1.920683
1152, 24, 8, 0.251444, 1.678864, 1.930309
1152, 24, 9, 0.245219, 1.498995, 1.744215
