n,p,k, Householder time, QL time, Total time
648, 24, 0, 0.496916, 0.187556, 0.684474
648, 24, 1, 0.053910, 0.204577, 0.258488
648, 24, 2, 0.053706, 0.211372, 0.265079
648, 24, 3, 0.054208, 0.209197, 0.263413
648, 24, 4, 0.066477, 0.223408, 0.289886
648, 24, 5, 0.056314, 0.206671, 0.262986
648, 24, 6, 0.055411, 0.231719, 0.287131
648, 24, 7, 0.055084, 0.202542, 0.257628
648, 24, 8, 0.054991, 0.211118, 0.266111
648, 24, 9, 0.055130, 0.217256, 0.272387
