n,p,k, Householder time, QL time, Total time
576, 18, 0, 0.077137, 0.158642, 0.235781
576, 18, 1, 0.044605, 0.166625, 0.211231
576, 18, 2, 0.045152, 0.159713, 0.204867
576, 18, 3, 0.045013, 0.164804, 0.209818
576, 18, 4, 0.045106, 0.177030, 0.222137
576, 18, 5, 0.045038, 0.183253, 0.228292
576, 18, 6, 0.064077, 0.179184, 0.243262
576, 18, 7, 0.047449, 0.161394, 0.208844
576, 18, 8, 0.045347, 0.177995, 0.223343
576, 18, 9, 0.045554, 0.161231, 0.206786
