n,p,k, Householder time, QL time, Total time
288, 12, 0, 0.181092, 0.029187, 0.210280
288, 12, 1, 0.011791, 0.025412, 0.037203
288, 12, 2, 0.011555, 0.024253, 0.035809
288, 12, 3, 0.011951, 0.029542, 0.041494
288, 12, 4, 0.011820, 0.026785, 0.038606
288, 12, 5, 0.011904, 0.029996, 0.041901
288, 12, 6, 0.011781, 0.023870, 0.035652
288, 12, 7, 0.011788, 0.023192, 0.034981
288, 12, 8, 0.011749, 0.029741, 0.041491
288, 12, 9, 0.011694, 0.030263, 0.041958
