n,p,k, Householder time, QL time, Total time
648, 18, 0, 0.093118, 0.222640, 0.315759
648, 18, 1, 0.060774, 0.236333, 0.297108
648, 18, 2, 0.060963, 0.241316, 0.302280
648, 18, 3, 0.061259, 0.238505, 0.299765
648, 18, 4, 0.061227, 0.254634, 0.315862
648, 18, 5, 0.065445, 0.236691, 0.302137
648, 18, 6, 0.061914, 0.263576, 0.325491
648, 18, 7, 0.061401, 0.233375, 0.294777
648, 18, 8, 0.062482, 0.239293, 0.301776
648, 18, 9, 0.061181, 0.247797, 0.308979
