n,p,k, Householder time, QL time, Total time
144, 72, 0, 0.055863, 0.003421, 0.059285
144, 72, 1, 0.005005, 0.003676, 0.008682
144, 72, 2, 0.005683, 0.003470, 0.009155
144, 72, 3, 0.004943, 0.003972, 0.008916
144, 72, 4, 0.004399, 0.003218, 0.007618
144, 72, 5, 0.005027, 0.003648, 0.008676
144, 72, 6, 0.004451, 0.003633, 0.008085
144, 72, 7, 0.004635, 0.003062, 0.007698
144, 72, 8, 0.004226, 0.003725, 0.007952
144, 72, 9, 0.004784, 0.003129, 0.007914
