n,p,k, Householder time, QL time, Total time
576, 4, 0, 0.187505, 0.533449, 0.720955
576, 4, 1, 0.148447, 0.548907, 0.697355
576, 4, 2, 0.149571, 0.532937, 0.682510
576, 4, 3, 0.148289, 0.545310, 0.693600
576, 4, 4, 0.148751, 0.575165, 0.723917
576, 4, 5, 0.148480, 0.585540, 0.734021
576, 4, 6, 0.148247, 0.569833, 0.718081
576, 4, 7, 0.148226, 0.536168, 0.684395
576, 4, 8, 0.148301, 0.575887, 0.724189
576, 4, 9, 0.149329, 0.536041, 0.685372
