n,p,k, Householder time, QL time, Total time
288, 36, 0, 0.050428, 0.022955, 0.073384
288, 36, 1, 0.010263, 0.018541, 0.028805
288, 36, 2, 0.009563, 0.018002, 0.027566
288, 36, 3, 0.009257, 0.022638, 0.031896
288, 36, 4, 0.009201, 0.020412, 0.029614
288, 36, 5, 0.009189, 0.022219, 0.031409
288, 36, 6, 0.009086, 0.017229, 0.026316
288, 36, 7, 0.009009, 0.016325, 0.025335
288, 36, 8, 0.008934, 0.022125, 0.031060
288, 36, 9, 0.008922, 0.022613, 0.031536
