n,p,k, Householder time, QL time, Total time
144, 36, 0, 0.048116, 0.003436, 0.051553
144, 36, 1, 0.003653, 0.003750, 0.007404
144, 36, 2, 0.003341, 0.003514, 0.006856
144, 36, 3, 0.003237, 0.004020, 0.007258
144, 36, 4, 0.003176, 0.003230, 0.006407
144, 36, 5, 0.003176, 0.003660, 0.006837
144, 36, 6, 0.003196, 0.003654, 0.006851
144, 36, 7, 0.003155, 0.003083, 0.006239
144, 36, 8, 0.003140, 0.003716, 0.006857
144, 36, 9, 0.003158, 0.003168, 0.006327
