n,p,k, Householder time, QL time, Total time
1152, 2, 0, 2.249602, 12.084420, 14.334023
1152, 2, 1, 2.242084, 12.249967, 14.492052
1152, 2, 2, 2.229558, 11.969297, 14.198857
1152, 2, 3, 2.228864, 12.183920, 14.412785
1152, 2, 4, 2.231545, 12.287925, 14.519471
1152, 2, 5, 2.227137, 12.792274, 15.019412
1152, 2, 6, 2.228491, 12.814440, 15.042932
1152, 2, 7, 2.227646, 12.944559, 15.172206
1152, 2, 8, 2.229241, 12.788561, 15.017803
1152, 2, 9, 2.228195, 12.132630, 14.360826
