n,p,k, Householder time, QL time, Total time
2592, 36, 0, 2.007596, 11.099548, 13.107146
2592, 36, 1, 1.848713, 10.134968, 11.983683
2592, 36, 2, 1.838410, 9.687233, 11.525646
2592, 36, 3, 1.841720, 10.378613, 12.220336
2592, 36, 4, 1.846465, 10.761912, 12.608380
2592, 36, 5, 1.852101, 10.571615, 12.423719
2592, 36, 6, 1.844238, 10.850673, 12.694913
2592, 36, 7, 1.847705, 10.269370, 12.117078
2592, 36, 8, 1.848591, 10.900286, 12.748879
2592, 36, 9, 1.854617, 9.598904, 11.453524
