n,p,k, Householder time, QL time, Total time
2280, 24, 0, 2.419311, 8.951204, 11.370516
2280, 24, 1, 1.773976, 8.798369, 10.572346
2280, 24, 2, 1.773675, 9.075447, 10.849124
2280, 24, 3, 1.772645, 8.670578, 10.443225
2280, 24, 4, 1.767172, 9.082953, 10.850126
2280, 24, 5, 1.767199, 8.602323, 10.369524
2280, 24, 6, 1.756175, 8.717682, 10.473858
2280, 24, 7, 1.761906, 8.851640, 10.613547
2280, 24, 8, 1.757139, 8.586126, 10.343266
2280, 24, 9, 1.760034, 8.773399, 10.533435
