n,p,k, Householder time, QL time, Total time
1812, 12, 0, 1.862315, 6.400245, 8.262561
1812, 12, 1, 1.648946, 6.081269, 7.730217
1812, 12, 2, 1.647964, 6.507870, 8.155835
1812, 12, 3, 1.645900, 6.592086, 8.237987
1812, 12, 4, 1.647843, 6.522692, 8.170537
1812, 12, 5, 1.649447, 7.019672, 8.669120
1812, 12, 6, 1.634690, 6.643568, 8.278259
1812, 12, 7, 1.637991, 6.821048, 8.459040
1812, 12, 8, 1.635403, 6.468198, 8.103602
1812, 12, 9, 1.641091, 6.369550, 8.010642
