n,p,k, Householder time, QL time, Total time
1584, 8, 0, 1.721689, 6.095099, 7.816789
1584, 8, 1, 1.611574, 5.671164, 7.282739
1584, 8, 2, 1.613714, 6.096109, 7.709824
1584, 8, 3, 1.610161, 6.167055, 7.777217
1584, 8, 4, 1.606196, 5.801160, 7.407358
1584, 8, 5, 1.604229, 6.245343, 7.849574
1584, 8, 6, 1.610558, 5.861630, 7.472190
1584, 8, 7, 1.603867, 5.708734, 7.312602
1584, 8, 8, 1.605430, 6.173667, 7.779098
1584, 8, 9, 1.605901, 5.722589, 7.328491
