n,p,k, Householder time, QL time, Total time
793, 1, 0, 1.475636, 5.444610, 6.920248
793, 1, 1, 1.465538, 5.069280, 6.534820
793, 1, 2, 1.466179, 5.348665, 6.814846
793, 1, 3, 1.462127, 5.192627, 6.654755
793, 1, 4, 1.462802, 5.022033, 6.484836
793, 1, 5, 1.461056, 5.210225, 6.671282
793, 1, 6, 1.458975, 5.135555, 6.594531
793, 1, 7, 1.462508, 5.254260, 6.716769
793, 1, 8, 1.462561, 5.192854, 6.655416
793, 1, 9, 1.460190, 5.090479, 6.550670
