n,p,k, Householder time, QL time, Total time
998, 2, 0, 1.465499, 4.632221, 6.097721
998, 2, 1, 1.465948, 4.615812, 6.081762
998, 2, 2, 1.462249, 4.687137, 6.149387
998, 2, 3, 1.472270, 4.790134, 6.262405
998, 2, 4, 1.463903, 4.534419, 5.998323
998, 2, 5, 1.459944, 4.427669, 5.887614
998, 2, 6, 1.463633, 4.525117, 5.988752
998, 2, 7, 1.459348, 4.564221, 6.023570
998, 2, 8, 1.460434, 4.904619, 6.365054
998, 2, 9, 1.459878, 4.646125, 6.106004
