n,p,k, Householder time, QL time, Total time
2070, 18, 0, 1.767561, 8.267199, 10.034763
2070, 18, 1, 1.691443, 7.717404, 9.408849
2070, 18, 2, 1.691395, 8.392977, 10.084374
2070, 18, 3, 1.690817, 8.479982, 10.170801
2070, 18, 4, 1.698581, 7.903940, 9.602522
2070, 18, 5, 1.690718, 8.520329, 10.211049
2070, 18, 6, 1.688374, 8.179717, 9.868093
2070, 18, 7, 1.683883, 7.677297, 9.361181
2070, 18, 8, 1.691855, 8.107350, 9.799207
2070, 18, 9, 1.687253, 8.497465, 10.184720
